id	result
5011019	{"王力宏": -1, "李靓蕾": 0}
5011020	{"病例": 0, "海淀区": 0}
5011021	{"娱乐圈": 0, "王岳伦": 0, "李湘": 0, "绯闻": 0}
5011022	{"中国跳水队": 0, "施廷懋": 1, "王涵": 1, "奥运会": 0, "东京": 0}
5011023	{"鹿晗": 1, "演技": 0, "角色": 0}
5011024	{"法国": 0, "马达加斯加": 0}
5011025	{"拜登": 0, "赵立坚": 0}
5011026	{"哈根达斯": -1, "哈根达斯旗舰店": -1}
5011027	{"容祖儿": 1, "陈小纭": 1, "李宗盛": 1, "陈梓潼": -1}
5011028	{"肖宇梁": 1, "张起灵": 1, "邓为": 1, "角色": 0, "男演员": 0}
5011029	{"宋某庆": -2, "王某立": -2, "刘某艺": 0, "卫庄镇": 0, "绛县": 0}
5011030	{"中国": 0}
5011031	{"石虎": 0}
5011032	{"咸阳": 0}
5011033	{"也平凡": 1, "郑恺": 1, "张国立": 0, "季平": -1, "观众": 0, "剧情": 0}
5011034	{"经济": 0, "中国": 0}
5011035	{"李靓蕾": 0, "王力宏": 0}
5011036	{"皇帝": 0, "嘉靖": 0}
5011037	{"伊斯兰国": -1, "巴黎": 0}
5011038	{"易烊千玺": 1, "粉丝": 0, "电视剧": 0, "电影": 0}
5011039	{"石家庄市裕华区市场监督管理局": 0, "上海达尔威贸易有限公司": -1}
5011040	{"孙向波": 0, "法院": 0}
5011041	{"纽约时报": -1, "中国": 0}
5011042	{"孝义市": 0, "山西省": 0}
5011043	{"李勤勤": 1}
5011044	{"杨洋": 1}
5011045	{"小区": 0, "姚女士": 0}
5011046	{"刘诗雯": 1, "水谷隼": -1, "许昕": 1, "伊藤美诚": -1, "中国": 0, "得分": 0}
5011047	{"美国": 0, "李在镕": 0}
5011048	{"杨幂": 1, "张小斐": 1, "胡杏儿": 1, "惠英红": 1, "杨千嬅": 1, "薛凯琪": 1, "娱乐圈": 0}
5011049	{"商务部": 0}
5011050	{"上海市消保委": 0, "优酷": 0}
5011051	{"林俊杰": 1}
5011052	{"格日措": -2}
5011053	{"权力": 0, "皇帝": 0}
5011054	{"以色列": 0, "阿联酋": 0}
5011055	{"王先生": 0}
5011056	{"魏师傅": 0, "记者": 0}
5011057	{"武邑": 0, "李先生": 0}
5011058	{"美国": 0, "美国海军": 0}
5011059	{"地区": 0, "病例": 0}
5011060	{"孙祈骏": -1}
5011061	{"习近平": 0, "党中央": 0}
5011062	{"剧情": 0}
5011063	{"京广路隧道": 0, "京广路": 0}
5011064	{"库尔勒": 0, "库尔勒香梨协会": 0}
5011065	{"国足": 0, "李铁": 0, "蒿俊闵": 0, "人大": 0}
5011066	{"林满江": -2, "齐本安": -2}
5011067	{"朱元璋": 0, "郭子兴": 0, "南京城": 0}
5011068	{"奚梦瑶": 0, "何猷君": 0}
5011069	{"经济": 0, "习近平": 0}
5011070	{"金星": -1}
5011071	{"步行者队": 0, "史蒂芬森": 1}
5011072	{"张文宏": 0}
5011073	{"尼克奇": -1, "亨利": -1, "澳洲": 0}
5011074	{"行政处罚": 0, "规定": 0}
5011075	{"谢展飞": 0, "罗先生": 0}
5011076	{"塔利班": 0, "阿富汗": 0}
5011077	{"朱高熙": -1, "于谦": -1}
5011078	{"美国": 0, "圣佩德罗湾": 0}
5011079	{"汪顺": 1}
5011080	{"强生公司": -1}
5011081	{"王鹏飞": -1, "陕西空港新丝路商贸有限公司": 0}
5011082	{"奥密克戎": 0, "天津": 0}
5011083	{"文化": 0, "北京": 0}
5011084	{"王一博": 1, "二十四": 1, "无感": -1}
5011085	{"陈女士": 0, "樊城": 0}
5011086	{"威少": -1, "湖人": -1, "詹姆斯": 1, "三分球": 0, "得分": 0}
5011087	{"诸葛亮": 0}
5011088	{"铁路": 0}
5011089	{"李霄鹏": -1, "球迷": 0}
5011090	{"李湘": 0, "王岳伦": 0}
5011091	{"帕森斯": 0}
5011092	{"讷河市": 0}
5011093	{"奔跑吧黄河篇": -1, "五哈2": -1, "节目": 0, "观众": 0}
5011094	{"苏炳添": 1, "决赛": 0}
5011095	{"莆田": 0, "林某某": -1}
5011096	{"张纪中": 1, "杜星霖": 0}
5011097	{"汉文帝": 0, "霸陵": 0, "史料": 0}
5011098	{"獐子岛": 0, "汤加火山": 0}
5011099	{"奇莱斯": -1, "美国队": -1, "俄罗斯": 0, "拜尔斯": -1, "决赛": 0}
5011100	{"米洛特维奇": 1, "国足": -1, "C罗": 0, "葡萄牙队": -1, "塞尔维亚队": 1}
5011101	{"刘涛": -1, "角色": 0}
5011102	{"谢某": -2, "范某": -2, "申某": -2, "毒品": 0}
5011103	{"义乌": 0, "浙江": 0}
5011104	{"北京环卫集团": 0}
5011105	{"杜兰特": 1, "欧文": 1, "哈登": 0, "公牛": -1, "篮网": 1}
5011106	{"美国": 0, "联合国": 0}
5011107	{"李老师": 1, "课程": 0, "黑龙江省": 0}
5011108	{"国家医保局": 0}
5011109	{"德国": 0, "战争": 0}
5011110	{"李秀赫": 0}
5011111	{"黑龙江": 0}
5011112	{"太空": 0, "贝索斯": 0}
5011113	{"记者": 0, "拜登": 0}
5011114	{"中国": 0}
5011115	{"黄先生": 0, "郭女士": 0}
5011116	{"何巧女": 0, "东方园林": 0, "唐凯": 0}
5011117	{"赵永琏": -2, "苏怀斌": 0}
5011118	{"人员": 0, "健康码": 0}
5011119	{"贝内特": 0}
5011120	{"陈红": 1, "李军": 0}
5011121	{"刘诗诗": 1, "裙子": 0, "衬衫": 0}
5011122	{"东三省": 0}
5011123	{"中国": 0}
5011124	{"锦衣卫": 0, "皇帝": 0}
5011125	{"李亮": 0, "北京": 0}
5011126	{"资本": 0}
5011127	{"特朗普": 0}
5011128	{"袁崇焕": 1}
5011129	{"香港": 0, "中国": 0}
5011130	{"阿雅": -1, "周迅": 1}
5011131	{"詹青云": 1}
5011132	{"河南省": 0}
5011133	{"张集": 1, "韩愈": 1, "张籍诗": 1, "王建": 0, "杜甫": 0, "杜甫诗": 0}
5011134	{"紫金军团": 1, "篮板": 0, "湖人": 0}
5011135	{"长沙": 0, "长沙交通运输管理部门": 0}
5011136	{"习近平": 0}
5011137	{"莫伯": 0, "东莞市人民医院": 0}
5011138	{"纪凌尘": 0, "阚清子": 0}
5011139	{"拜登": 0, "美国": 0}
5011140	{"林俊杰": 0, "绯闻": 0}
5011141	{"许家印": 0, "资产": 0}
5011142	{"美国": 0}
5011143	{"沈大师": 1, "常学福": 0}
5011144	{"陶虹": 0, "徐峥": 0}
5011145	{"国家新闻出版署": 0}
5011146	{"冯春生": 0}
5011147	{"威少": -1, "霍华德": 0, "中锋": 0, "沃格尔": 0}
5011148	{"赵忠祥": 1, "倪萍": 1, "孙晓梅": 1, "央视": 0, "主持人": 0}
5011149	{"乘客": 0}
5011150	{"张伟丽": -1, "罗斯": 1}
5011151	{"林俊杰": -1, "潘玮柏": -1}
5011152	{"中国": 0, "罗友礼": 0}
5011153	{"病例": 0, "美国": 0}
5011154	{"河南": 0}
5011155	{"曾美慧孜": 1, "娄烨": 0, "余虹": 1}
5011156	{"德约科维奇": -1, "决赛": 0}
5011157	{"美国": 0, "科威特": 0}
5011158	{"梁某富": -2, "公安县": 0}
5011159	{"深圳": 0, "广东省作协": 0}
5011160	{"朱辉": 0, "洪发林": 0}
5011161	{"沈阳": 0, "艾灸馆": 0}
5011162	{"王某": 0, "南京": 0}
5011163	{"人人": 0, "王一博": -1, "风起洛阳": -1, "司藤": -1, "剧情": 0, "剧组": 0, "粉丝": 0}
5011164	{"四川省文物考古研究院": 0}
5011165	{"王绍文": 0, "西安市": 0}
5011166	{"玩家": 0, "游戏": 0}
5011167	{"王勇": 0}
5011168	{"杨慎": 1, "长江": 0, "三国演义": 0}
5011169	{"健康码": 0, "指挥部": 0}
5011170	{"薇娅": -1, "李佳琦": 1}
5011171	{"北京": 0, "孙铁新": 0}
5011172	{"瞿颖": 0, "李亚鹏": 0}
5011173	{"食物": 0}
5011174	{"义乌": 0, "中通": 0}
5011175	{"伊姆兰·汗": 0}
5011176	{"以色列": 0, "德国": 0}
5011177	{"莎莎": 0, "奥运会": 0}
5011178	{"联想": 0, "季度": 0}
5011179	{"李涌": 1, "李国颂": 0, "青岛": 0}
5011180	{"北美": 0}
5011181	{"小鹏汽车": 0}
5011182	{"欧洲": 0, "郑和": 0}
5011183	{"郑建华": 0, "上海电力": 0, "上海电气": 0}
5011184	{"漕渡门桥": 0}
5011185	{"成都": 0}
5011186	{"房地产": 0, "武汉": 0}
5011187	{"汪小菲": 0}
5011188	{"西安": 0, "房价": 0}
5011189	{"家长": 0, "老师": 0, "大城市": 0, "学生": 0}
5011190	{"北京": 0, "环球度假区": 0}
5011191	{"张伟丽": 1, "蔡学军": 0}
5011192	{"朱元璋": 1, "皇帝": 0, "历史": 0}
5011193	{"罗云熙": 1, "润玉": 1, "古装": 0}
5011194	{"国家海洋局": 0, "国家海洋局海域管理司": 0}
5011195	{"张艺兴": 0, "黄子韬": 1, "鹿晗": 1, "吴亦凡": 1}
5011196	{"刘宇宁": 1, "粉丝": 0}
5011197	{"北京": 0}
5011198	{"曲协": 0}
5011199	{"鹿晗": 0, "关晓彤": 0, "恋情": 0}
5011200	{"丰田": 0, "电动车": 0}
5011201	{"学生": 0, "学校": 0}
5011202	{"海底捞": 0, "杨利娟": 0}
5011203	{"冯德伦": 0, "吴彦祖": 0}
5011204	{"欧洲": 0, "美国": 0}
5011205	{"刘雯": 1, "鹿晗": 1, "气质": 0, "黑色": 0}
5011206	{"思念曲": 0}
5011207	{"中国女足": 0, "东京": 0}
5011208	{"每日经济新闻": 0, "记者": 0}
5011209	{"哈维": 0, "巴萨": 0}
5011210	{"习近平": 0}
5011211	{"汪小菲": 0}
5011212	{"吴敏霞": 0, "张效诚": 0, "奥运": 0}
5011213	{"春运": 0, "旅客": 0}
5011214	{"深圳": 0, "新冠": 0}
5011215	{"李某": -1, "圆明园": 0}
5011216	{"大学生": 0}
5011217	{"中国": 0, "新疆棉": 0}
5011218	{"游戏": 0}
5011219	{"风起洛阳": 0}
5011220	{"陈东": 0, "汤加": 0}
5011221	{"病例": 0, "感染者": 0}
5011222	{"腾讯": 0}
5011223	{"泰国": 0, "卢某": -2, "被告": 0, "律师": 0}
5011224	{"宁波": 0, "山东队": -1}
5011225	{"凉州": 0, "雍州": 0}
5011226	{"岳云鹏": 0}
5011227	{"中国": 0}
5011228	{"孙某": -2, "男子": 0, "江苏": 0}
5011229	{"章兴": 0, "民政局": 0}
5011230	{"贾乃亮": 0, "李小璐": 0}
5011231	{"战狼2": 1, "吴京": 1, "刘德华": 1, "段奕宏": 1, "樊少皇": 1, "邹兆龙": 1, "赵文卓": 1, "彭于晏": 1, "释小龙": 1, "冷锋": 1, "票房": 0}
5011232	{"王一博": 1, "粉丝": 0, "豹晚": 0}
5011233	{"施廷懋": 1, "金牌": 0, "王涵": 1}
5011234	{"篮网": 0, "鹈鹕": 0}
5011235	{"华尔街": 0, "华尔街英语": 0}
5011236	{"四川达州外国语学校": -1}
5011237	{"影片": 0, "票房": 0, "扬名立万": 1, "电影": 0}
5011238	{"杨幂": 1, "白浅": 1, "郭襄": 1, "角色": 0}
5011239	{"黄志玮": 1}
5011240	{"主席": 0}
5011241	{"常委": 0, "江西省": 0}
5011242	{"塔利班": 0, "阿富汗": 0, "发言人": 0}
5011243	{"喜剧": 0, "陈赫": 0}
5011244	{"重庆": 0, "五里坡国家级自然保护区": 0}
5011245	{"核酸": 0, "房山区": 0}
5011246	{"杨玉魁": -2}
5011247	{"张汝舟": -1, "李清照": -1}
5011248	{"纠纷": 0, "潼关肉夹馍协会": -1, "商标": 0}
5011249	{"中国": 0, "主席": 0}
5011250	{"抖音安全中心": 0}
5011251	{"热度": 0, "传闻中的陈芊芊": 0, "鞠婧祎": 0, "国子监来了个女弟子": -1, "一不小心捡到爱": 0, "于正": 0, "赵露思": -1, "宋茜": 0}
5011252	{"华为": 0}
5011253	{"气温": 0}
5011254	{"国家发展改革委": 0}
5011255	{"孝义市": 0}
5011256	{"记者": 0}
5011257	{"数字人民币": 0, "微信": 0}
5011258	{"中国": 0, "北京冬奥村": 0}
5011259	{"中美": 0, "中国": 0}
5011260	{"大臣": 0, "皇帝": 0}
5011261	{"河南省": 0, "高中": 0}
5011262	{"中国": 0, "台湾": 0}
5011263	{"康某甲": -2, "康某乙": 0, "上海": 0}
5011264	{"周迅": 0, "辛波斯卡": 1, "波兰": 0}
5011265	{"孙力军": -2, "公安部": 0, "委员": 0}
5011266	{"香港": 0, "香港海关": 0}
5011267	{"凉州": 0}
5011268	{"西蒙斯": 0, "恩比德": 0}
5011269	{"保罗": 1, "打法": 0, "对手": 0}
5011270	{"王津元": 0, "中国": 0}
5011271	{"节目": 0, "舞台": 0}
5011272	{"美国": 0, "牛津": 0}
5011273	{"高圆圆": 0}
5011274	{"中国": 0}
5011275	{"司法": 0, "扬州市": 0}
5011276	{"崇左": 0, "江州": 0}
5011277	{"纽约市": 0, "德布拉西奥": 0}
5011278	{"孙红雷": 1, "演员": 0}
5011279	{"利欧股份": 0, "全资子公司": 0}
5011280	{"券商": 0}
5011281	{"本西蒙斯": 1, "老鹰队": 0, "特雷杨": 1}
5011282	{"日本": 0, "中国": 0}
5011283	{"美国": 0}
5011284	{"陆杰华": 0, "北京大学社会学系": 0}
5011285	{"段星星": -1, "谭松韵": 1}
5011286	{"病例": 0}
5011287	{"庄兆林": 0, "常委": 0}
5011288	{"大决战": 0, "链接": 0}
5011289	{"案件": 0}
5011290	{"指引": 0}
5011291	{"富察皇后": 1, "皇后": 0, "乾隆": 0}
5011292	{"汤加": 0, "新西兰": 0}
5011293	{"张某": 0, "周某": 0}
5011294	{"春节": 0, "中通": 0}
5011295	{"朴新晟嘉": -1, "天津新东方": -1, "天津市和平区华英满枝培训学校有限公司": -1, "天津市状元壹佰培训学校有限公司": -1, "新东方": -1}
5011296	{"美国": 0, "曼钦": 0}
5011297	{"戴荣里": 0}
5011298	{"经济": 0, "习近平": 0}
5011299	{"陈亚男": -1, "大衣哥": 0}
5011300	{"朱之文": 0, "陈亚男": 0, "热度": 0}
5011301	{"郑州市": 0}
5011302	{"陆金所": -1, "申请人": 0}
5011303	{"鲍威尔": 0, "美联储": 0}
5011304	{"汤加": 0, "中国": 0}
5011305	{"上海": 0}
5011306	{"性能": 0, "魅族": 0, "手机": 0, "小米": 0}
5011307	{"文化傳媒有限公司": 0}
5011308	{"舒淇": 0, "冯德伦": 0}
5011309	{"篮网": -1, "骑士": 1, "阿伦": 1, "篮板": 0, "季后赛": 0}
5011310	{"虎撑": 0, "孙思邈": 0}
5011311	{"李某祥": 0}
5011312	{"哈登": 0, "篮网": -1, "76人": 1}
5011313	{"北京": 0}
5011314	{"中国": 0}
5011315	{"赛季": 0, "球队": 0}
5011316	{"拜登": 0}
5011317	{"字母哥": 1, "雄鹿": -1}
5011318	{"陈德君": -2, "徐某": -2, "白某": -2, "李某": -2, "县财政局": 0, "克东县": 0}
5011319	{"八角亭谜雾": 1, "致命愿望": 1}
5011320	{"薄姬": 1, "汉文帝": 0, "皇帝": 0, "周勃": 0}
5011321	{"华南": 0, "刘军": 0}
5011322	{"佛山": 0, "佛山西站": 0}
5011323	{"肖战": 1, "粉丝": 0, "演员": 0}
5011324	{"合肥": 0, "长宁大道": 0}
5011325	{"小海": 0, "西湖法院": 0}
5011326	{"成燕红": 0}
5011327	{"秦国": 0, "李斯": 0}
5011328	{"普尔": -1, "克莱": -1, "命中率": 0, "篮板": 0}
5011329	{"周某": -2, "刘某丽": -2, "李某某": -2, "刘某莹": -2}
5011330	{"纪凌尘": -1, "阚清子": 0}
5011331	{"中国": 0}
5011332	{"绿松石": 0, "颜色": 0}
5011333	{"杨颖": 1, "黄晓明": 0, "明星": 0}
5011334	{"美国": 0, "商品": 0}
5011335	{"波特": 1}
5011336	{"王自如": 0, "董明珠": 0, "格力电器": 0}
5011337	{"苏苏": 1, "邹老师": 0}
5011338	{"杨蓉": 1, "综艺": 0}
5011339	{"低价": 0, "春节": 0}
5011340	{"约瑟夫": -2}
5011341	{"这个杀手不太冷静": 1}
5011342	{"总书记": 0, "习近平": 0}
5011343	{"湖北": 0}
5011344	{"李政宰": 0, "林世玲": -1}
5011345	{"美国": 0, "杰西卡": 0}
5011346	{"巴基斯坦": 0}
5011347	{"二驴": 0, "北京": 0}
5011348	{"王一博": 1, "百里弘毅": 1, "粉丝": 0, "奁山": 0}
5011349	{"纳米比亚": 0, "埃博纳": 0}
5011350	{"电商": 0, "成交额": 0}
5011351	{"安阳市": 0}
5011352	{"美元": 0}
5011353	{"男子": 0}
5011354	{"长春市": 0}
5011355	{"地铁": 0, "车站": 0}
5011356	{"掘金": 1, "约基奇": 0, "霍华德": 0}
5011357	{"付晓华": 0}
5011358	{"北约": 0, "美国": 0}
5011359	{"皮肤": 0, "细菌": 0}
5011360	{"汪顺": 1}
5011361	{"威少": 0, "比尔": 0, "奇才": 1}
5011362	{"浙江": 0, "标本": 0}
5011363	{"哈登": 1, "纳什": 0, "球队": 0}
5011364	{"王女士": 0, "成都美绽美整形美容医院": -1}
5011365	{"杨立仁": 1, "黄志忠": 1, "演员": 0, "绯闻": 0, "人间正道是沧桑": 1}
5011366	{"陈晓旭": 0, "赵本山": -1, "侯耀文": 1, "马季": 1}
5011367	{"中国": 0, "美国": 0}
5011368	{"中国": 0, "习近平": 0, "经济": 0}
5011369	{"字母哥": 1, "约基奇": 1, "杜兰特": 1, "76人队": -1, "恩比德": 1, "雄鹿队": 1, "战绩": 0}
5011370	{"西安市": 0}
5011371	{"河南": 0, "新疆生产建设兵团": 0}
5011372	{"王先生": 0}
5011373	{"游戏": 0}
5011374	{"如梦之梦": 1, "肖战": 1}
5011375	{"集安": 0, "哈萨克斯坦": 0}
5011376	{"洪煦榆": 1, "洪金宝": 1}
5011377	{"张二嫂": 1}
5011378	{"篮网队": 0, "欧文": 0}
5011379	{"何巧女": 0}
5011380	{"台湾": 0, "香港": 0}
5011381	{"应急管理部": 0, "襄阳": 0}
5011382	{"颜某": -2, "高埗": 0}
5011383	{"小侯爷": 1}
5011384	{"袁姗姗": 1, "于正": 0}
5011385	{"包贝尔": -1, "柳岩": 0}
5011386	{"权利": 0, "李某": 0}
5011387	{"李旭": -2, "唐河县": 0, "唐河县产业集聚区管委会": 0}
5011388	{"显阳殿": 0, "太极殿": 0}
5011389	{"门锁": -1, "白百何": 1, "演技": 0, "观众": 0}
5011390	{"乔丹": 1, "篮板": 0, "体育": 0}
5011391	{"汇仁馨苑": 0}
5011392	{"贾玲": 1, "小璐": 1, "杨幂": 1, "迪丽热巴": 1, "明星": 0, "演员": 0}
5011393	{"中国队": 1, "中国男足": -1, "主场": 0, "国足": -1}
5011394	{"历史": 0, "看不够的中国史": 1}
5011395	{"沙溢": 0}
5011396	{"历史": 0}
5011397	{"邓太阿": -1, "天门": 0}
5011398	{"黄薇": -2, "林珊珊": -2, "朱宸慧": -2, "李志强": -2}
5011399	{"中国": 0, "欧盟": 0}
5011400	{"散打哥": 1, "四川": 0}
5011401	{"张铁林": 1, "王刚": 0, "郑艳东": 0}
5011402	{"汤加": 0, "中国": 0}
5011403	{"古力娜扎": 1, "剧照": 0}
5011404	{"总书记": 0, "习近平": 0}
5011405	{"单依纯": 1, "舞台": 0, "刘宪华": 1}
5011406	{"俄罗斯": 0, "美国": 0}
5011407	{"陆柯燃": 0, "安崎": 0, "青你2": 0}
5011408	{"旅客": 0}
5011409	{"中央纪委国家监委": 0, "关于进一步推进受贿行贿一起查的意见": 0}
5011410	{"刀郎": -1, "歌手": 0}
5011411	{"比利时": 0}
5011412	{"周杰": -1, "人气": 0, "明星": 0}
5011413	{"明星": 0, "赵某某": -1}
5011414	{"吴英": -2}
5011415	{"塔拉戈纳": 0, "西班牙": 0}
5011416	{"台湾": 0, "扬沙": 0}
5011417	{"二手房": 0}
5011418	{"赵忠祥": 1, "史国良": 1, "俞虹": 1, "张铁军": 1, "张宗学": 1, "李正东": 1, "于杰": 1, "刘家军": 1}
5011419	{"资金": 0}
5011420	{"记者": 0, "广州": 0}
5011421	{"腾讯": 0, "马化腾": 0}
5011422	{"尾崎裕": 0}
5011423	{"诸葛亮": 1, "文物": 0, "勉县": 0}
5011424	{"绍兴市": 0, "孙某": 0}
5011425	{"李云泽": 0, "四川": 0, "四川省委": 0}
5011426	{"珀尔特尔": 1, "马刺": 0}
5011427	{"台骀山游乐园": -1, "台骀山": 0}
5011428	{"上海": 0}
5011429	{"生涯": 0, "詹姆斯": -1}
5011430	{"太田淑子": 0}
5011431	{"服务器": 0}
5011432	{"财政": 0, "机制": 0}
5011433	{"新冠": 0, "西甲": 0}
5011434	{"汪小菲": 0}
5011435	{"杨幂": 1, "小糯米": 0}
5011436	{"马谡": -1, "诸葛亮": 0}
5011437	{"重庆市委": 0, "秘书长": 0}
5011438	{"症状": 0, "巴基斯坦": 0}
5011439	{"嘉应制药": 0, "股东": 0}
5011440	{"中国": 0, "孔灵芝": 0}
5011441	{"日本": 0, "岸田文雄": 0}
5011442	{"东契奇": 1, "灰熊": -1, "勇士": -1, "公牛": -1, "赛季": 0, "球队": 0}
5011443	{"体质": 0, "教育部": 0}
5011444	{"立陶宛": -1, "中国": 0}
5011445	{"台湾": 0}
5011446	{"西安": 0, "汉坦": 0}
5011447	{"京娘湖": 0}
5011448	{"习近平": 0, "中国": 0}
5011449	{"输赢": 0}
5011450	{"朱某": -1, "区纪委": 0}
5011451	{"德胜花园": 0, "中国大酒店": 0}
5011452	{"市民": 0, "气温": 0}
5011453	{"宋茜": 1, "蔡少芬": -1, "景甜": 1, "裙子": 0, "发型": 0}
5011454	{"四川": 0, "省语委": 0}
5011455	{"张庭": 1, "明星": 0}
5011456	{"规定": 0, "民法典": 0}
5011457	{"腾讯": 0, "股票": 0}
5011458	{"纽约市": 0, "美国": 0}
5011459	{"拉瓦特": -1, "印度": 0, "中国": 0}
5011460	{"墨西哥": 0, "美国": 0}
5011461	{"德尔塔": 0}
5011462	{"克拉克": 0, "旧金山": 0}
5011463	{"杜兰特": 0, "篮网": 0, "欧文": -1}
5011464	{"管栎": 1, "经纪人": 0, "粉丝": 0, "恋情": 0}
5011465	{"王某": -1, "阿里巴巴": 0}
5011466	{"王力宏": -1}
5011467	{"稚晖君": 0}
5011468	{"游客": 0, "景区": 0}
5011469	{"张禹珍": 1, "张本智和": 1, "郑荣植": 1, "水谷隼": 1, "日本队": 1, "韩国队": -1, "日本": 0, "比赛": 0, "丹羽孝希": 1}
5011470	{"湖人队": 0}
5011471	{"梁统": 1, "凉州": 0}
5011472	{"裴某某": -2, "朱师傅": 0}
5011473	{"周慧珺": 1, "书法": 0}
5011474	{"缇兰": 1}
5011475	{"病毒": 0, "美国": 0}
5011476	{"任正非": 0}
5011477	{"英国": 0, "中国": 0}
5011478	{"冯小田": 0, "梁老师": 0, "岳华": 0}
5011479	{"王立科": -2, "尹家绪": -2}
5011480	{"公牛": -1, "勇士": 1, "半场": 0}
5011481	{"新东方": 0, "俞敏洪": 0}
5011482	{"巩俐": 1}
5011483	{"辽宁省委": 0, "国家乡村振兴局": 0}
5011484	{"伊拉克": 0, "伊拉克政府": 0}
5011485	{"违法行为": 0, "正大卜蜂贸易有限公司": -1, "兰州": 0, "兰州市市场监督管理局": 0}
5011486	{"规定": 0, "治安管理处罚法": 0}
5011487	{"东契奇": 1, "赛季": 0, "莫兰特": 1}
5011488	{"贾玲": 1, "范丞丞": 0}
5011489	{"詹姆斯": -1, "湖人": -1, "赛季": 0, "赛程": 0}
5011490	{"私生活": 0, "许凯": 0}
5011491	{"西安市": 0, "西咸新区": 0}
5011492	{"刘亦菲": 1, "陈金飞": 0, "金粉世家": 1}
5011493	{"汉堡港": 0, "物流股份公司": 0}
5011494	{"一码通": 0, "西安市": 0}
5011495	{"肖战": 1, "央视": 0, "粉丝": 0}
5011496	{"大桥头镇": 0, "病例": 0}
5011497	{"东北证券": 0, "中国": 0}
5011498	{"电影": 0}
5011499	{"中国短道速滑队": 1, "中国队": 1, "范可新": 1, "张雨婷": 1}
5011500	{"汇仁馨苑": 0}
5011501	{"历史": 0, "王朝": 0}
5011502	{"阿富汗": 0, "联合国": 0}
5011503	{"中国": 0, "习近平": 0}
5011504	{"加拿大": 0, "美国": 0, "孟晚舟": 0}
5011505	{"IT之家": 0}
5011506	{"孙雨": 0, "王力宏": -1, "李靓蕾": 0}
5011507	{"陈立农": 0, "时光机": 0}
5011508	{"苏联": 0, "中国": 0}
5011509	{"姬蜜": 0}
5011510	{"加兰": 1, "三分球": 0}
5011511	{"林满江": -2, "张继英": 0}
5011512	{"荆某茜": -2, "邓某": -2, "谢某": -2, "湖南省": 0, "湖南省医保局": 0}
5011513	{"米勒": 0, "俄亥俄州": 0}
5011514	{"锦瑟": 1, "陈沛沛": 1, "人生": 0, "李商隐": 1}
5011515	{"威少": -1, "帕金斯": 0, "湖人": 0}
5011516	{"死刑": 0, "最高人民法院": 0}
5011517	{"中介": 0, "二手房": 0}
5011518	{"地区": 0}
5011519	{"王一博": 1, "综艺节目": 0, "电视剧": 0}
5011520	{"腾讯": 0}
5011521	{"梅根": -1, "艾伦": -1}
5011522	{"齐民友": 0, "科学出版社": 0}
5011523	{"廖立峰": 0}
5011524	{"美国": 0, "德特里克堡": 0}
5011525	{"孙殿英": -2}
5011526	{"北交所": 0, "上市公司": 0}
5011527	{"意见": 0}
5011528	{"埃及": 0}
5011529	{"北京": 0, "木偶剧院": 0}
5011530	{"中国": 0, "达利欧": 0}
5011531	{"斯洛文尼亚": 0, "斯中商务": 0}
5011532	{"杨颖": 1, "晚会": 0}
5011533	{"叙利亚": 0, "法国": 0}
5011534	{"新华社": 0}
5011535	{"南康": 0, "江西": 0}
5011536	{"网信部门": 0, "富途控股": 0}
5011537	{"汽车": 0, "规定": 0}
5011538	{"欧阳娜娜": 0}
5011539	{"钱枫": 0, "吴亦凡": -1, "都美竹": -1, "陈露": -1}
5011540	{"巩汉林": 1}
5011541	{"菲律宾": 0, "雷伊": 0}
5011542	{"节目": 0, "开学第一课": 0}
5011543	{"张哲瀚": -1, "郑爽": -1}
5011544	{"林秉枢": -2, "板桥": 0, "高嘉瑜": -1}
5011545	{"姬昌": 0, "商纣王": 0}
5011546	{"商标": 0, "法院": 0}
5011547	{"资产": 0, "资金": 0}
5011548	{"李佳琦": -1}
5011549	{"谁是凶手": 0, "胡山泉": 0, "沈海洋": 1}
5011550	{"发布会": 0}
5011551	{"国务院": 0, "党中央": 0}
5011552	{"汤加": 0, "中国": 0}
5011553	{"腾讯": 0}
5011554	{"董某": -2}
5011555	{"上海": 0}
5011556	{"李小鹏": 1, "李安琪": 1}
5011557	{"湖人": -1, "约翰逊": 1, "合同": 0, "霍华德": -1}
5011558	{"感染者": 0}
5011559	{"詹皇": -1}
5011560	{"巴西": 0, "总统": 0}
5011561	{"民族": 0}
5011562	{"河南": 0}
5011563	{"佳士得": 0, "香港": 0}
5011564	{"艾平": 0, "灵魂": 0}
5011565	{"郑州": 0, "郑州六院": 0}
5011566	{"马龙": 1, "中国体育代表团": 0}
5011567	{"辛巴": 1}
5011568	{"杭州": 0}
5011569	{"家长": 0}
5011570	{"拜登": 0, "拜登政府": -1, "美国": 0}
5011571	{"物资": 0, "丹凤": 0}
5011572	{"无症状感染者": 0, "感染者": 0}
5011573	{"明朝": 0, "葡萄牙": 0}
5011574	{"叙利亚": 0, "中国": 0}
5011575	{"关晓彤": -1, "演艺事业": 0, "演员": 0}
5011576	{"李洋": 1, "王齐麟": 1, "李俊慧": -1, "刘雨辰": -1}
5011577	{"曹锟": 0, "黎元洪": 0, "段祺瑞": 0}
5011578	{"南昌": 0, "江西省委": 0}
